DPC施設名,都道府県,病院類型,DPC算定病床数,病床総数,マッチ状態,スコア,病床報告施設名,候補2,候補3
一般財団法人日伸会ビハーラ医療福祉機構あそかビハーラ病院,京都府,令和4年度出来高算定病院,0.0,28.0,完全一致,1.0,一般財団法人日伸会ビハーラ医療福祉機構あそかビハーラ病院,,
長岡京病院,京都府,令和4年度出来高算定病院,0.0,97.0,サフィックス一致,0.9,医療法人総心会長岡京病院,,
社会医療法人杏和会　阪南病院,大阪府,令和4年度出来高算定病院,0.0,652.0,未結合,,,,
医療法人光愛会光愛病院,大阪府,令和4年度出来高算定病院,0.0,203.0,未結合,,,,
医療法人ふれ愛の杜みどり病院,大阪府,令和4年度出来高算定病院,0.0,40.0,完全一致,1.0,医療法人ふれ愛の杜みどり病院,,
医療法人社団城東桐和会タムス瑞江病院,東京都,令和4年度出来高算定病院,0.0,60.0,完全一致,1.0,医療法人社団城東桐和会　タムス瑞江病院,,
医療法人社団明和会西八王子病院,東京都,令和4年度出来高算定病院,0.0,227.0,完全一致,1.0,医療法人社団明和会西八王子病院,,
医療福祉センターきずな,兵庫県,令和4年度出来高算定病院,0.0,80.0,完全一致,1.0,医療福祉センターきずな,,
医療法人三祥会幸町記念病院,岡山県,令和4年度出来高算定病院,35.0,35.0,サフィックス一致,0.9,幸町記念病院,,
医療法人水の木会下関病院,山口県,令和4年度出来高算定病院,0.0,300.0,未結合,,,,
地方独立行政法人山口県立病院機構山口県立こころの医療センター,山口県,令和4年度出来高算定病院,0.0,172.0,未結合,,,,
白井病院,香川県,令和4年度出来高算定病院,40.0,40.0,サフィックス一致,0.9,医療法人明世社 白井病院,,
鬼北町立北宇和病院,愛媛県,令和4年度出来高算定病院,21.0,55.0,完全一致,1.0,鬼北町立北宇和病院,,
あいちせぼね病院,愛知県,令和4年度出来高算定病院,48.0,48.0,完全一致,1.0,あいちせぼね病院,,
社会福祉法人大同宏緑会重心施設にじいろのいえ,愛知県,令和4年度出来高算定病院,0.0,48.0,完全一致,1.0,社会福祉法人　大同宏緑会　重心施設　にじいろのいえ,,
医療法人川口会川口病院,熊本県,令和4年度出来高算定病院,27.0,59.0,サフィックス一致,0.9,川口病院,,
医療法人社団親和会えとう内科病院,大分県,令和4年度出来高算定病院,0.0,58.0,サフィックス一致,0.9,えとう内科病院,,
医療法人大壮会久喜すずのき病院,埼玉県,令和4年度出来高算定病院,0.0,440.0,未結合,,,,
医療法人社団輔仁会片倉病院,神奈川県,令和4年度出来高算定病院,0.0,28.0,完全一致,1.0,医療法人社団輔仁会 片倉病院,,
医療法人衆和会長崎腎病院,長崎県,令和4年度出来高算定病院,43.0,43.0,完全一致,1.0,医療法人衆和会　長崎腎病院,,
全眞会病院,山口県,令和4年度出来高算定病院,0.0,54.0,完全一致,1.0,全眞会病院,,
医療法人豊旺会啓生病院,大阪府,令和4年度出来高算定病院,0.0,50.0,完全一致,1.0,医療法人豊旺会啓生病院,,
医療法人桜希会東朋病院,大阪府,令和4年度出来高算定病院,0.0,100.0,完全一致,1.0,医療法人桜希会東朋病院,,
医療法人社団清仁会宇多津病院,香川県,令和4年度出来高算定病院,56.0,56.0,完全一致,1.0,医療法人社団清仁会 宇多津病院,,
医療法人佑心會堀江病院,愛媛県,令和4年度出来高算定病院,0.0,200.0,未結合,,,,
のぞえの丘病院,福岡県,令和4年度出来高算定病院,0.0,73.0,未結合,,,,
独立行政法人国立病院機構肥前精神医療センター,佐賀県,令和4年度出来高算定病院,0.0,490.0,完全一致,1.0,独立行政法人国立病院機構肥前精神医療センター,,
くまもと芦北療育医療センター,熊本県,令和4年度出来高算定病院,0.0,205.0,完全一致,1.0,くまもと芦北療育医療センター,,
オアシス第二病院,大分県,令和4年度出来高算定病院,0.0,108.0,完全一致,1.0,オアシス第二病院,,
社会福祉法人枚方療育園医療福祉センターさくら,兵庫県,令和4年度出来高算定病院,0.0,300.0,完全一致,1.0,社会福祉法人枚方療育園医療福祉センターさくら,,
独立行政法人国立病院機構兵庫あおの病院,兵庫県,令和4年度出来高算定病院,0.0,250.0,完全一致,1.0,独立行政法人国立病院機構 兵庫あおの病院,,
勝連病院,沖縄県,令和4年度出来高算定病院,0.0,390.0,未結合,,,,
アドベンチストメディカルセンター,沖縄県,令和4年度出来高算定病院,0.0,48.0,完全一致,1.0,アドベンチスト メディカルセンター,,
嬉野が丘サマリヤ人病院,沖縄県,令和4年度出来高算定病院,0.0,372.0,サフィックス一致,0.9,医療法人 社団 輔仁会 嬉野が丘サマリヤ人病院,,
医療法人社団北裕会札幌記念病院,北海道,令和4年度出来高算定病院,0.0,113.0,完全一致,1.0,医療法人社団北裕会 札幌記念病院,,
一般財団法人愛成会弘前愛成会病院,青森県,令和4年度出来高算定病院,0.0,328.0,未結合,,,,
独立行政法人国立病院機構岩手病院,岩手県,令和4年度出来高算定病院,0.0,250.0,完全一致,1.0,独立行政法人国立病院機構岩手病院,,
医療法人社団玉藻会馬場病院,香川県,令和4年度出来高算定病院,0.0,378.0,未結合,,,,
こころの医療センター五色台,香川県,令和4年度出来高算定病院,0.0,280.0,未結合,,,,
山形県立こども医療療育センター,山形県,令和4年度出来高算定病院,0.0,60.0,完全一致,1.0,山形県立こども医療療育センター,,
最上町立最上病院,山形県,令和4年度出来高算定病院,60.0,60.0,完全一致,1.0,最上町立最上病院,,
日立港病院,茨城県,令和4年度出来高算定病院,45.0,45.0,サフィックス一致,0.9,医療法人惇慈会日立港病院,,
茨城県立こころの医療センター,茨城県,令和4年度出来高算定病院,0.0,258.0,未結合,,,,
医療法人加瀬病院,茨城県,令和4年度出来高算定病院,30.0,30.0,完全一致,1.0,加瀬病院,,
社団医療法人明倫会日光野口病院,栃木県,令和4年度出来高算定病院,0.0,120.0,サフィックス一致,0.9,日光野口病院,,
医療法人三省会倉内整形外科病院,宮崎県,令和4年度出来高算定病院,60.0,60.0,完全一致,1.0,医療法人三省会 倉内整形外科病院,,
愛泉会日南病院,宮崎県,令和4年度出来高算定病院,0.0,133.0,完全一致,1.0,愛泉会日南病院,,
医療型障害児入所施設カリヨンの杜,埼玉県,令和4年度出来高算定病院,0.0,50.0,完全一致,1.0,医療型障害児入所施設カリヨンの杜,,
医療法人社団全生会江戸川病院,千葉県,令和4年度出来高算定病院,0.0,339.0,完全一致,1.0,医療法人社団全生会　江戸川病院,,
医療法人社団愛育会愛和病院,東京都,令和4年度出来高算定病院,0.0,60.0,完全一致,1.0,医療法人社団 愛育会 愛和病院,,
医療法人社団清湘会清湘会記念病院,東京都,令和4年度出来高算定病院,45.0,45.0,完全一致,1.0,医療法人社団清湘会 清湘会記念病院,,
医療法人財団佐花会大井中央病院,東京都,令和4年度出来高算定病院,20.0,55.0,完全一致,1.0,医療法人財団佐花会大井中央病院,,
医療法人社団明生会セントラル病院,東京都,令和4年度出来高算定病院,0.0,92.0,完全一致,1.0,医療法人社団 明生会 セントラル病院,,
医療法人回生会秋田回生会病院,秋田県,令和4年度出来高算定病院,0.0,397.0,未結合,,,,
市立田沢湖病院,秋田県,令和4年度出来高算定病院,0.0,60.0,完全一致,1.0,市立田沢湖病院,,
公益財団法人三生会三生会病院,山梨県,令和4年度出来高算定病院,0.0,206.0,未結合,,,,
医療法人友愛会千曲荘病院,長野県,令和4年度出来高算定病院,0.0,239.0,未結合,,,,
長野県立こころの医療センター駒ヶ根,長野県,令和4年度出来高算定病院,0.0,123.0,未結合,,,,
医療法人静風会大垣病院,岐阜県,令和4年度出来高算定病院,41.0,346.0,サフィックス一致,0.9,大垣病院,,
御殿場かいせい病院,静岡県,令和4年度出来高算定病院,0.0,120.0,完全一致,1.0,御殿場かいせい病院,,
名古屋市立大学医学部附属リハビリテーション病院,愛知県,令和4年度出来高算定病院,33.0,80.0,完全一致,1.0,名古屋市立大学医学部附属リハビリテーション病院,,
医療法人社団福寿会福寿会病院,東京都,令和4年度出来高算定病院,0.0,176.0,完全一致,1.0,医療法人社団福寿会　福寿会病院,,
医療法人積信会長谷川病院,東京都,令和4年度出来高算定病院,0.0,590.0,完全一致,1.0,医療法人社団積信会長谷川病院,,
京ケ峰岡田病院,愛知県,令和4年度出来高算定病院,0.0,445.0,未結合,,,,
医療法人社団橘会多度あやめ病院,三重県,令和4年度出来高算定病院,0.0,222.0,未結合,,,,
医療法人大仲会大仲さつき病院,三重県,令和4年度出来高算定病院,0.0,242.0,未結合,,,,
医療法人財団康生会北山武田病院,京都府,令和4年度出来高算定病院,0.0,60.0,完全一致,1.0,医療法人財団康生会北山武田病院,,
医療法人財団医道会稲荷山武田病院,京都府,令和4年度出来高算定病院,0.0,35.0,完全一致,1.0,医療法人財団医道会稲荷山武田病院,,
医療法人財団宮津康生会宮津武田病院,京都府,令和4年度出来高算定病院,0.0,60.0,完全一致,1.0,医療法人財団宮津康生会宮津武田病院,,
医療法人社団十全会十全病院,石川県,令和4年度出来高算定病院,0.0,256.0,未結合,,,,
住吉病院,山梨県,令和4年度出来高算定病院,0.0,225.0,未結合,,,,
医療法人利田会久米田病院,大阪府,令和4年度出来高算定病院,0.0,425.0,未結合,,,,
医療法人爽神堂七山病院,大阪府,令和4年度出来高算定病院,0.0,508.0,未結合,,,,
ほくとクリニック病院,大阪府,令和4年度出来高算定病院,0.0,50.0,未結合,,,,
社会医療法人北斗会さわ病院,大阪府,令和4年度出来高算定病院,0.0,455.0,未結合,,,,
医療法人高遼会高遼会病院,大阪府,令和4年度出来高算定病院,33.0,33.0,完全一致,1.0,医療法人高遼会高遼会病院,,
医療法人社団アガペ会アガペ甲山病院,兵庫県,令和4年度出来高算定病院,48.0,166.0,完全一致,1.0,医療法人社団アガペ会 アガペ甲山病院,,
医療法人社団順心会井上病院,愛知県,令和4年度出来高算定病院,0.0,46.0,完全一致,1.0,医療法人社団順心会井上病院,,
医療法人成精会刈谷病院,愛知県,令和4年度出来高算定病院,0.0,207.0,未結合,,,,
兵庫県立ひょうごこころの医療センター,兵庫県,令和4年度出来高算定病院,0.0,254.0,未結合,,,,
奈良東九条病院,奈良県,令和4年度出来高算定病院,40.0,60.0,完全一致,1.0,奈良東九条病院,,
医療法人拓誠会辻村病院,奈良県,令和4年度出来高算定病院,26.0,66.0,完全一致,1.0,医療法人拓誠会 辻村病院,,
医療法人社団更生会　こころホスピタル草津,広島県,令和4年度出来高算定病院,0.0,429.0,未結合,,,,
黒川病院,山口県,令和4年度出来高算定病院,50.0,50.0,完全一致,1.0,黒川病院,,
城南病院,徳島県,令和4年度出来高算定病院,0.0,167.0,未結合,,,,
医療法人倖生会身原病院,京都府,令和4年度出来高算定病院,29.0,29.0,完全一致,1.0,医療法人倖生会身原病院,,
精華町国民健康保険病院,京都府,令和4年度出来高算定病院,0.0,50.0,完全一致,1.0,精華町国民健康保険病院,,
独立行政法人国立病院機構青森病院,青森県,令和4年度出来高算定病院,0.0,319.0,完全一致,1.0,独立行政法人国立病院機構青森病院,,
医療法人社団蔵王会精神科病院仙南サナトリウム＋,宮城県,令和4年度出来高算定病院,0.0,212.0,未結合,,,,
医療法人香木会伊藤病院,宮城県,令和4年度出来高算定病院,0.0,39.0,サフィックス一致,0.9,伊藤病院,,
医療法人久盛会秋田緑ヶ丘病院,秋田県,令和4年度出来高算定病院,0.0,372.0,未結合,,,,
医療法人敬愛会尾花沢病院,山形県,令和4年度出来高算定病院,0.0,152.0,完全一致,1.0,医療法人敬愛会 尾花沢病院,,
独立行政法人国立病院機構山形病院,山形県,令和4年度出来高算定病院,0.0,300.0,完全一致,1.0,独立行政法人国立病院機構山形病院,,
医療法人清潮会三和中央病院,長崎県,令和4年度出来高算定病院,0.0,642.0,未結合,,,,
緑ヶ丘保養園,大分県,令和4年度出来高算定病院,0.0,170.0,未結合,,,,
独立行政法人国立病院機構福島病院,福島県,令和4年度出来高算定病院,0.0,220.0,完全一致,1.0,独立行政法人国立病院機構福島病院,,
医療法人社団耕潤会ハートフルふじしろ病院,茨城県,令和4年度出来高算定病院,0.0,45.0,完全一致,1.0,医療法人社団耕潤会ハートフルふじしろ病院,,
地方独立行政法人栃木県立岡本台病院,栃木県,令和4年度出来高算定病院,0.0,147.0,未結合,,,,
医療法人社団清宮医院山王リハビリテーション病院,群馬県,令和4年度出来高算定病院,27.0,50.0,サフィックス一致,0.9,山王リハビリテーション病院,,
医療法人誠和会正田病院,群馬県,令和4年度出来高算定病院,43.0,43.0,サフィックス一致,0.9,正田病院,,
医療法人栄寿会林病院,埼玉県,令和4年度出来高算定病院,0.0,114.0,完全一致,1.0,医療法人栄寿会林病院,,
